META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
alongside	英[əˌlɒŋˈsaɪd]美[əˌlɔŋˈsaɪd]	★★★☆☆ prep		<span class="endef"> If one thing is <b>alongside</b> another thing, the first thing is next to the second.   </span>	<span class="text_blue">在…旁边；沿着…的边；与…并排靠拢</span>
alongside	英[əˌlɒŋˈsaɪd]美[əˌlɔŋˈsaɪd]	★★★☆☆ prep		<span class="endef"> If you work <b>alongside</b> other people, you all work together in the same place.   </span>	<span class="text_blue">与…一起</span>
alongside	英[əˌlɒŋˈsaɪd]美[əˌlɔŋˈsaɪd]	★★★☆☆ prep		<span class="endef"> If one thing exists or develops <b>alongside</b> another, the two things exist or develop together at the same time.   </span>	<span class="text_blue">与…同时（存在、发生）</span>
aloof	英[əˈlu:f]美[əˈluf]	★☆☆☆☆ adj-graded		<span class="endef"> Someone who is <b>aloof</b> is not very friendly and does not like to spend time with other people.   </span>	<span class="text_blue">冷漠的；离群的</span>
aloof	英[əˈlu:f]美[əˈluf]	★☆☆☆☆ adj-graded		<span class="endef"> If someone stays <b>aloof from</b> something, they do not become involved with it.   </span>	<span class="text_blue">置身事外的</span>
aloud	英[əˈlaʊd]美[əˈlaʊd]	★☆☆☆☆ adv		<span class="endef"> When you say something, read, or laugh <b>aloud</b>, you speak or laugh so that other people can hear you.   </span>	<span class="text_blue">出声地</span>
aloud	英[əˈlaʊd]美[əˈlaʊd]	★☆☆☆☆ phrase		<span class="endef"> If you <b>think aloud</b>, you express your thoughts as they occur to you, rather than thinking first and then speaking.   </span>	<span class="text_blue">说话不加思索；说话不经大脑</span>
alpaca	英[ælˈpækə]美[ælˈpækə]	n-uncount		<span class="endef"><b>Alpaca</b> is a type of soft wool.   </span>	<span class="text_blue">羊驼毛</span>
alpaca	英[ælˈpækə]美[ælˈpækə]	n-count		<span class="endef"><b>Alpacas</b> are South American animals similar to llamas. Their hair is the source of alpaca wool.   </span>	<span class="text_blue">（南美的）羊驼</span>
alphabet	英[ˈælfəbet]美[ˈælfəˌbɛt,-bɪt]	★☆☆☆☆ n-count		<span class="endef"> An <b>alphabet</b> is a set of letters usually presented in a fixed order which is used for writing the words of a particular language or group of languages.   </span>	<span class="text_blue">（一种语言的）全部字母，字母表</span>
alphabetical	英[ˌælfəˈbetɪkl]美[ˌælfəˈbɛtɪkəl]	adj		<span class="endef"><b>Alphabetical</b> means arranged according to the normal order of the letters in the alphabet.   </span>	<span class="text_blue">按字母顺序的；字母（表）的</span>
alphabetically	英[ˌælfə'betɪklɪ]美[ˌælfə'betɪklɪ]	adj		<span class="endef"><b>Alphabetical</b> means arranged according to the normal order of the letters in the alphabet.   </span>	<span class="text_blue">按字母顺序的；字母（表）的</span>
alpine	英[ˈælpaɪn]美[ˈælˌpaɪn]	★☆☆☆☆ adj		<span class="endef"><b>Alpine</b> means existing in or relating to mountains, especially the ones in Switzerland.   </span>	<span class="text_blue">（尤指位于瑞士的）高山的</span>
alpine	英[ˈælpaɪn]美[ˈælˌpaɪn]	★☆☆☆☆ n-count		<span class="endef"><b>Alpines</b> are small flowering plants that grow high up on mountains and are sometimes grown in gardens. There are many different types of alpines.   </span>	<span class="text_blue">高山植物</span>
alpines	英[æl'paɪnz]美[æl'paɪnz]	★☆☆☆☆ adj		<span class="endef"><b>Alpine</b> means existing in or relating to mountains, especially the ones in Switzerland.   </span>	<span class="text_blue">（尤指位于瑞士的）高山的</span>
alpines	英[æl'paɪnz]美[æl'paɪnz]	★☆☆☆☆ n-count		<span class="endef"><b>Alpines</b> are small flowering plants that grow high up on mountains and are sometimes grown in gardens. There are many different types of alpines.   </span>	<span class="text_blue">高山植物</span>
already	英[ɔ:lˈredi]美[ɔlˈrɛdi]	★★★★★ adv		<span class="endef"> You use <b>already</b> to show that something has happened, or that something had happened before the moment you are referring to. Speakers of British English use <b>already</b> with a verb in a perfect tense, putting it after 'have', 'has', or 'had', or at the end of a clause. Some speakers of American English use <b>already</b> with the simple past tense of the verb instead of a perfect tense.   </span>	<span class="text_blue">已经（用already时，英国英语中动词用完成时态，美国英语有时则用一般过去时）</span>
already	英[ɔ:lˈredi]美[ɔlˈrɛdi]	★★★★★ adv		<span class="endef"> You use <b>already</b> to show that a situation exists at this present moment or that it exists at an earlier time than expected. You use <b>already</b> after the verb 'be' or an auxiliary verb, or before a verb if there is no auxiliary. When you want add emphasis, you can put <b>already</b> at the beginning of a sentence.   </span>	<span class="text_blue">早已（用于be动词或助动词之后，或一般动词之前，表示强调时可置于句首）</span>
alright	英[ɔ:lˈraɪt]美[ɔlˈraɪt]	★☆☆☆☆ 		<span class="endef">   <span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://all right">all right</a></b>;  </span>	<span class="text_blue"></span>
Alsatian	英[ælˈseɪʃn]美[ælˈseʃən]	n-count		<span class="endef"> An <b>Alsatian</b> is a large, usually fierce dog that is often used to guard buildings or by the police to help them find criminals.   </span>	<span class="text_blue">德国牧羊犬，阿尔萨斯狼狗（一种凶猛的大狼狗，常用作看家狗或警犬）</span>
also	英[ˈɔ:lsəʊ]美[ˈɔlsoʊ]	★★★★★ adv		<span class="endef"> You can use <b>also</b> to give more information about a person or thing, or to add another relevant fact.   </span>	<span class="text_blue">而且;还;此外</span>
also	英[ˈɔ:lsəʊ]美[ˈɔlsoʊ]	★★★★★ adv		<span class="endef"> You can use <b>also</b> to indicate that something you have just said about one person or thing is true of another person or thing.   </span>	<span class="text_blue">也；亦</span>
also-ran	英[ˈɔ:lsəuræn]美[ˈɔlsoˌræn]	n-count		<span class="endef"> If you describe someone as an <b>also-ran</b>, you mean that they have been or are likely to be unsuccessful in a contest.   </span>	<span class="text_blue">（比赛等的）失败者;（竞选的）落选者;很难获胜的竞争者</span>
altar	英[ˈɔ:ltə(r)]美[ˈɔltɚ]	★☆☆☆☆ n-count		<span class="endef"> An <b>altar</b> is a holy table in a church or temple.   </span>	<span class="text_blue">祭坛；神坛</span>
altar	英[ˈɔ:ltə(r)]美[ˈɔltɚ]	★☆☆☆☆ phrase		<span class="endef"> If you say that someone or something is <b>sacrificed at the altar</b> of another thing, you mean they suffer or are destroyed because of that thing.   </span>	<span class="text_blue">作…的祭品；成为…的牺牲品</span>
altar boy	英[ˈɔ:ltəbɔi]美[ˈɔltɚbɔɪ]	n-count		<span class="endef"> In the Roman Catholic church, an <b>altar boy</b> is a boy who helps the priest during Mass.   </span>	<span class="text_blue">（天主教庭协助牧师做弥撒的）辅祭</span>
altarpiece	英[ˈɔ:ltəpi:s]美[ˈɔltərpis]	n-count		<span class="endef"> An <b>altarpiece</b> is a work of art behind the altar in a church.   </span>	<span class="text_blue">祭坛画；圣坛装饰画</span>
alter	英[ˈɔ:ltə(r)]美[ˈɔltɚ]	★★★☆☆ v-erg		<span class="endef"> If something <b>alters</b> or if you <b>alter</b> it, it changes.   </span>	<span class="text_blue">改变；变更；更改</span>
alteration	英[ˌɔ:ltəˈreɪʃn]美[ˌɔltəˈreʃən]	★☆☆☆☆ n-count		<span class="endef"> An <b>alteration</b> is a change in or to something.   </span>	<span class="text_blue">改变；变更</span>
alteration	英[ˌɔ:ltəˈreɪʃn]美[ˌɔltəˈreʃən]	★☆☆☆☆ n-uncount		<span class="endef"> The <b>alteration</b> of something is the process of changing it.   </span>	<span class="text_blue">更改；改动</span>
altercation	英[ˌɔ:ltəˈkeɪʃn]美[ˌɔltərˈkeɪʃn]	n-count		<span class="endef"> An <b>altercation</b> is a noisy argument or disagreement.   </span>	<span class="text_blue">争论；争吵</span>
alter ego	英[ˌæltərˈi:gəʊ]美[ˌæltərˈigoʊ]	n-count		<span class="endef"> Your <b>alter ego</b> is the other side of your personality from the one which people normally see.   </span>	<span class="text_blue">另一个自我；个性的另一面</span>
alter ego	英[ˌæltərˈi:gəʊ]美[ˌæltərˈigoʊ]	n-count		<span class="endef"> You can describe the character that an actor usually plays on television or in films as his or her <b>alter ego</b>.   </span>	<span class="text_blue">（演员）经常扮演的角色</span>
alter ego	英[ˌæltərˈi:gəʊ]美[ˌæltərˈigoʊ]	n-count		<span class="endef"> An <b>alter ego</b> is a very close and intimate friend whose character is often the opposite of your own.   </span>	<span class="text_blue">知己；密友</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ v-recip-erg		<span class="endef"> When you <b>alternate</b> two things, you keep using one then the other. When one thing <b>alternates with</b> another, the first regularly occurs after the other.   </span>	<span class="text_blue">（使）交替；（使）轮流</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> actions, events, or processes regularly occur after each other.   </span>	<span class="text_blue">交替的；轮流的</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ adj		<span class="endef"> If something happens on <b>alternate</b> days, it happens on one day, then happens on every second day after that. In the same way, something can happen in <b>alternate</b> weeks, years, or other periods of time.   </span>	<span class="text_blue">每隔一（天等）的</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ adj		<span class="endef"> You use <b>alternate</b> to describe a plan, idea, or system which is different from the one already in operation and can be used instead of it.   </span>	<span class="text_blue">供选择的；备用的；其他的</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ n-count		<span class="endef"> An <b>alternate</b> is a person or thing that replaces another, and can act or be used instead of them.   </span>	<span class="text_blue">代替者；候补者</span>
alternate	英[ɔ:lˈtɜ:nət]美[ˈɔltərnət]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> is sometimes used, especially in American English, instead of <b>alternative</b> in meanings 3, 4, and 5.   </span>	<span class="text_blue">（尤其在美国英语中，当alternative作义项3、4和5解时，代替alternative使用）</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ v-recip-erg		<span class="endef"> When you <b>alternate</b> two things, you keep using one then the other. When one thing <b>alternates with</b> another, the first regularly occurs after the other.   </span>	<span class="text_blue">（使）交替；（使）轮流</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> actions, events, or processes regularly occur after each other.   </span>	<span class="text_blue">交替的；轮流的</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ adj		<span class="endef"> If something happens on <b>alternate</b> days, it happens on one day, then happens on every second day after that. In the same way, something can happen in <b>alternate</b> weeks, years, or other periods of time.   </span>	<span class="text_blue">每隔一（天等）的</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ adj		<span class="endef"> You use <b>alternate</b> to describe a plan, idea, or system which is different from the one already in operation and can be used instead of it.   </span>	<span class="text_blue">供选择的；备用的；其他的</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ n-count		<span class="endef"> An <b>alternate</b> is a person or thing that replaces another, and can act or be used instead of them.   </span>	<span class="text_blue">代替者；候补者</span>
alternately	英[ɔ:l'tɜ:nətlɪ]美[ɔl'tɜnətlɪ]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> is sometimes used, especially in American English, instead of <b>alternative</b> in meanings 3, 4, and 5.   </span>	<span class="text_blue">（尤其在美国英语中，当alternative作义项3、4和5解时，代替alternative使用）</span>
alternating current	[ˈɔ:ltɜ:ˌnɪtɪŋˈkʌrənt]	n-var		<span class="endef"> An <b>alternating current</b> is an electric current that continually changes direction as it flows. The abbreviation <b>AC</b> is also used.   </span>	<span class="text_blue">交流电（缩略形式为AC）</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ v-recip-erg		<span class="endef"> When you <b>alternate</b> two things, you keep using one then the other. When one thing <b>alternates with</b> another, the first regularly occurs after the other.   </span>	<span class="text_blue">（使）交替；（使）轮流</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> actions, events, or processes regularly occur after each other.   </span>	<span class="text_blue">交替的；轮流的</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ adj		<span class="endef"> If something happens on <b>alternate</b> days, it happens on one day, then happens on every second day after that. In the same way, something can happen in <b>alternate</b> weeks, years, or other periods of time.   </span>	<span class="text_blue">每隔一（天等）的</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ adj		<span class="endef"> You use <b>alternate</b> to describe a plan, idea, or system which is different from the one already in operation and can be used instead of it.   </span>	<span class="text_blue">供选择的；备用的；其他的</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ n-count		<span class="endef"> An <b>alternate</b> is a person or thing that replaces another, and can act or be used instead of them.   </span>	<span class="text_blue">代替者；候补者</span>
alternation	英[ˌɔ:ltə'neɪʃn]美[ˌɔltɚˈneʃən,ˌæl-]	★★☆☆☆ adj		<span class="endef"><b>Alternate</b> is sometimes used, especially in American English, instead of <b>alternative</b> in meanings 3, 4, and 5.   </span>	<span class="text_blue">（尤其在美国英语中，当alternative作义项3、4和5解时，代替alternative使用）</span>
alternative	英[ɔ:lˈtɜ:nətɪv]美[ɔlˈtɜrnətɪv]	★★★★☆ n-count		<span class="endef"> If one thing is an <b>alternative to</b> another, the first can be found, used, or done instead of the second.   </span>	<span class="text_blue">可供选择的；可供替代的</span>
alternative	英[ɔ:lˈtɜ:nətɪv]美[ɔlˈtɜrnətɪv]	★★★★☆ adj		<span class="endef"> An <b>alternative</b> plan or offer is different from the one that you already have, and can be done or used instead.   </span>	<span class="text_blue">备选的；备用的；其他的</span>
alternative	英[ɔ:lˈtɜ:nətɪv]美[ɔlˈtɜrnətɪv]	★★★★☆ adj		<span class="endef"><b>Alternative</b> is used to describe something that is different from the usual things of its kind, or the usual ways of doing something, in modern Western society. For example, an <b>alternative</b> lifestyle does not follow conventional ways of living and working.   </span>	<span class="text_blue">非传统的；另类的</span>
alternative	英[ɔ:lˈtɜ:nətɪv]美[ɔlˈtɜrnətɪv]	★★★★☆ adj		<span class="endef"><b>Alternative</b> medicine uses traditional ways of curing people, such as medicines made from plants, massage, and acupuncture.   </span>	<span class="text_blue">（医疗）传统的，替代的（如提取植物成分制成药物、按摩和针灸）</span>
alternative	英[ɔ:lˈtɜ:nətɪv]美[ɔlˈtɜrnətɪv]	★★★★☆ adj		<span class="endef"><b>Alternative</b> energy uses natural sources of energy such as the sun, wind, or water for power and fuel, rather than oil, coal, or nuclear power.   </span>	<span class="text_blue">（能源）替代的，代用的</span>
alternatively	英[ɔ:lˈtɜ:nətɪvli]美[ɔlˈtɜrnətɪvli]	★★☆☆☆ adv		<span class="endef"> You use <b>alternatively</b> to introduce a suggestion or to mention something different to what has just been stated.   </span>	<span class="text_blue">要不然；或者</span>
alternator	英[ˈɔ:ltəneɪtə(r)]美[ˈɔltərneɪtə(r)]	n-count		<span class="endef"> An <b>alternator</b> is a device, used especially in a car, that creates an electrical current that changes direction as it flows.   </span>	<span class="text_blue">（尤用于汽车的）交流发电机</span>
although	英[ɔ:lˈðəu]美[ɔlˈðo]	★★★★★ conj-subord		<span class="endef"> You use <b>although</b> to introduce a subordinate clause which contains a statement which contrasts with the statement in the main clause.   </span>	<span class="text_blue">虽然（表示对比）</span>
although	英[ɔ:lˈðəu]美[ɔlˈðo]	★★★★★ conj-subord		<span class="endef"> You use <b>although</b> to introduce a subordinate clause which contains a statement which makes the main clause of the sentence seem surprising or unexpected.   </span>	<span class="text_blue">虽然（表示惊奇或出乎意料）</span>
although	英[ɔ:lˈðəu]美[ɔlˈðo]	★★★★★ conj-subord		<span class="endef"> You use <b>although</b> to introduce a subordinate clause which gives some information that is relevant to the main clause but modifies the strength of that statement.   </span>	<span class="text_blue">尽管，即使（表示让步）</span>
although	英[ɔ:lˈðəu]美[ɔlˈðo]	★★★★★ conj-subord		<span class="endef"> You use <b>although</b> when admitting a fact about something which you regard as less important than a contrasting fact.   </span>	<span class="text_blue">尽管;虽然（表示承认所述是事实）</span>
altimeter	英[ˈæltɪmi:tə(r)]美[ælˈtɪmətər]	n-count		<span class="endef"> An <b>altimeter</b> is an instrument in an aircraft that shows the height of the aircraft above the ground.   </span>	<span class="text_blue">测高仪；高程计；高度计</span>
altitude	英[ˈæltɪtju:d]美[ˈæltɪtud]	★☆☆☆☆ n-var		<span class="endef"> If something is at a particular <b>altitude</b>, it is at that height above sea level.   </span>	<span class="text_blue">海拔</span>
alto	英[ˈæltəʊ]美[ˈæltoʊ]	n-count		<span class="endef"> An <b>alto</b> is a woman who has a low singing voice.   </span>	<span class="text_blue">女低音歌手</span>
alto	英[ˈæltəʊ]美[ˈæltoʊ]	n-count		<span class="endef"> An <b>alto</b> or <b>male alto</b> is a man who has the highest male singing voice.   </span>	<span class="text_blue">男高音歌手</span>
alto	英[ˈæltəʊ]美[ˈæltoʊ]	adj		<span class="endef"> An <b>alto</b> musical instrument has a range of notes of medium pitch.   </span>	<span class="text_blue">（乐器）中音的</span>
altogether	英[ˌɔ:ltəˈgeðə(r)]美[ˌɔltəˈɡɛðɚ]	★★★☆☆ adv		<span class="endef"> You use <b>altogether</b> to emphasize that something has stopped, been done, or finished completely.   </span>	<span class="text_blue">完全；全然；全部地</span>
altogether	英[ˌɔ:ltəˈgeðə(r)]美[ˌɔltəˈɡɛðɚ]	★★★☆☆ adv		<span class="endef"> You use <b>altogether</b> in front of an adjective or adverb to emphasize a quality that someone or something has.   </span>	<span class="text_blue">（用于形容词或副词前表示强调）显然，完全</span>
altogether	英[ˌɔ:ltəˈgeðə(r)]美[ˌɔltəˈɡɛðɚ]	★★★☆☆ adv		<span class="endef"> You use <b>altogether</b> to modify a negative statement and make it less forceful.   </span>	<span class="text_blue">（弱化否定语气）太，十分，非常</span>
altogether	英[ˌɔ:ltəˈgeðə(r)]美[ˌɔltəˈɡɛðɚ]	★★★☆☆ adv		<span class="endef"> You can use <b>altogether</b> to introduce a summary of what you have been saying.   </span>	<span class="text_blue">总体来说；总之；基本上</span>
altogether	英[ˌɔ:ltəˈgeðə(r)]美[ˌɔltəˈɡɛðɚ]	★★★☆☆ adv		<span class="endef"> If several amounts add up to a particular amount <b>altogether</b>, that amount is their total.   </span>	<span class="text_blue">总共</span>
altruism	英[ˈæltruɪzəm]美[ˈæltruˌɪzəm]	n-uncount		<span class="endef"><b>Altruism</b> is unselfish concern for other people's happiness and welfare.   </span>	<span class="text_blue">利他主义；利他；无私</span>
altruistic	英[ˌæltrʊ'ɪstɪk]美[ˌæltrʊ'ɪstɪk]	adj-graded		<span class="endef"> If your behaviour or motives are <b>altruistic</b>, you show concern for the happiness and welfare of other people rather than for yourself.   </span>	<span class="text_blue">利他的；无私的</span>
aluminium	英[ˌæljəˈmɪniəm]美[ˌæljəˈmɪniəm]	★★☆☆☆ n-uncount		<span class="endef"><b>Aluminium</b> is a lightweight metal used, for example, for making cooking equipment and aircraft parts.   </span>	<span class="text_blue">铝</span>
aluminum	英[ə'lju:minəm]美[ə'ljuminəm]			<span class="endef">   <span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://aluminium">aluminium</a></b>;  </span>	<span class="text_blue"></span>
alumnus	英[əˈlʌmnəs]美[əˈlʌmnəs]	★☆☆☆☆ n-count		<span class="endef"> The <b>alumni</b> of a school, college, or university are the people who used to be students there.   </span>	<span class="text_blue">校友；毕业生</span>
always	英[ˈɔ:lweɪz]美[ˈɔlwez,-wɪz,-wiz]	★★★★★ adv		<span class="endef"> If you <b>always</b> do something, you do it whenever a particular situation occurs. If you <b>always</b> did something, you did it whenever a particular situation occurred.   </span>	<span class="text_blue">总是；每次都是；无例外地</span>
always	英[ˈɔ:lweɪz]美[ˈɔlwez,-wɪz,-wiz]	★★★★★ adv		<span class="endef"> If something is <b>always</b> the case, was <b>always</b> the case, or will <b>always</b> be the case, it is, was, or will be the case all the time, continuously.   </span>	<span class="text_blue">永远；始终；一直</span>
always	英[ˈɔ:lweɪz]美[ˈɔlwez,-wɪz,-wiz]	★★★★★ adv		<span class="endef"> If you say that something is <b>always</b> happening, especially something which annoys you, you mean that it happens repeatedly.   </span>	<span class="text_blue">一再;老是</span>
always	英[ˈɔ:lweɪz]美[ˈɔlwez,-wɪz,-wiz]	★★★★★ adv		<span class="endef"> You use <b>always</b> in expressions such as <b>can always</b> or <b>could always</b> when you are making suggestions or suggesting an alternative approach or method.   </span>	<span class="text_blue">（用于提出建议或提示其他解决方法）总还，总还是</span>
always	英[ˈɔ:lweɪz]美[ˈɔlwez,-wɪz,-wiz]	★★★★★ adv		<span class="endef"> You can say that someone <b>always</b> was, for example, awkward or lucky to indicate that you are not surprised about what they are doing or have just done.   </span>	<span class="text_blue">总是;一直;本来</span>
Alzheimer's Disease	英[ˈæltshaɪməzdɪzi:z]美[ˈæltshaɪmərzdɪziz]	★☆☆☆☆ n-uncount		<span class="endef"><b>Alzheimer's disease</b> is a condition in which a person's brain gradually stops working properly.   </span>	<span class="text_blue">阿尔茨海默病；早老性痴呆病</span>
Alzheimer's disease	英[ˈæltshaɪməzdɪzi:z]美[ˈæltshaɪmərzdɪziz]	★☆☆☆☆ n-uncount		<span class="endef"><b>Alzheimer's disease</b> is a condition in which a person's brain gradually stops working properly.   </span>	<span class="text_blue">阿尔茨海默病；早老性痴呆病</span>
a.m.	英[ˌeɪˈem]			<span class="endef"><b>a.m</b>. is used after a number to show that you are referring to a particular time between midnight and noon.   </span>	<span class="text_blue">上午；午前</span>
AM	英[ˌeɪˈem]	n-count		<span class="endef"> An <b>AM</b> is a member of the Welsh Assembly. <b>AM</b> is an abbreviation for (缩略=) 'assembly member'.   </span>	<span class="text_blue">威尔士国民议会议员</span>
Am.				<span class="endef"><b>Am</b>. is a written abbreviation for (书面缩略=) <b>American</b>.   </span>	<span class="text_blue"></span>
am	英[əm]美[æm]	★★☆☆☆ 		<span class="endef"><b>Am</b> is the first person singular of the present tense of <b>be</b> .<b>Am</b> is often shortened to <b>'m</b> in spoken English. The negative forms are 'I am not' and 'I'm not'. In questions and tags in spoken English, these are usually changed to 'aren't I'.   </span>	<span class="text_blue">（be的第一人称单数现在式；口语中常略作’m；否定形式为I am not和I'm not；反意疑问句中形式为aren't I）</span>
amalgam	英[əˈmælgəm]美[əˈmælɡəm]	★☆☆☆☆ n-count		<span class="endef"> Something that is an <b>amalgam of</b> two or more things is a mixture of them.   </span>	<span class="text_blue">混合物</span>
amalgam	英[əˈmælgəm]美[əˈmælɡəm]	★☆☆☆☆ n-uncount		<span class="endef"><b>Amalgam</b> is a mixture of mercury and another metal, usually silver, that is used in dentistry to make fillings.   </span>	<span class="text_blue">（用作补牙材料的）汞齐，汞合金</span>
amalgamate	英[əˈmælgəmeɪt]美[əˈmælɡəˌmet]	★☆☆☆☆ v-recip-erg		<span class="endef"> When two or more things, especially organizations, <b>amalgamate</b> or <b>are amalgamated</b>, they become one large thing.   </span>	<span class="text_blue">（使）合并</span>
amalgamation	英[əˌmælɡə'meɪʃn]美[əˌmælɡəˈmeʃən]	★☆☆☆☆ v-recip-erg		<span class="endef"> When two or more things, especially organizations, <b>amalgamate</b> or <b>are amalgamated</b>, they become one large thing.   </span>	<span class="text_blue">（使）合并</span>
amass	英[əˈmæs]美[əˈmæs]	★☆☆☆☆ verb		<span class="endef"> If you <b>amass</b> something such as money or information, you gradually get a lot of it.   </span>	<span class="text_blue">积聚；收集</span>
amateur	英[ˈæmətə(r)]美[ˈæmətər]	★★★☆☆ n-count		<span class="endef"> An <b>amateur</b> is someone who does something as a hobby and not as a job.   </span>	<span class="text_blue">业余爱好者</span>
amateur	英[ˈæmətə(r)]美[ˈæmətər]	★★★☆☆ adj		<span class="endef"><b>Amateur</b> sports or activities are done by people as a hobby and not as a job.   </span>	<span class="text_blue">（体育运动或活动）业余爱好的</span>
amateurish	英[ˈæmətərɪʃ]美[ˌæməˈtərɪʃ,-ˈtʃʊr-,-ˈtjʊr-]	adj-graded		<span class="endef"> If you describe something as <b>amateurish</b>, you think that it is not skilfully made or done.   </span>	<span class="text_blue">业余水准的；不熟练的；（像）外行的</span>
amateurism	英['æmətʃərɪzəm]美['æmətʃərɪzəm]	n-uncount		<span class="endef"><b>Amateurism</b> is the belief that people should take part in sports and other activities as a hobby, for pleasure, rather than as a job, for money.   </span>	<span class="text_blue">业余主义（认为享受体育和其他活动的乐趣比从中谋利更为重要）</span>
amaze	英[əˈmeɪz]美[əˈmez]	★★☆☆☆ verb		<span class="endef"> If something <b>amazes</b> you, it surprises you very much.   </span>	<span class="text_blue">使惊奇；使惊愕</span>
amazed	英[əˈmeɪzd]	★★☆☆☆ verb		<span class="endef"> If something <b>amazes</b> you, it surprises you very much.   </span>	<span class="text_blue">使惊奇；使惊愕</span>
amazement	英[əˈmeɪzmənt]美[əˈmezmənt]	★☆☆☆☆ n-uncount		<span class="endef"><b>Amazement</b> is the feeling you have when something surprises you very much.   </span>	<span class="text_blue">惊奇；惊愕；诧异</span>
amazing	英[əˈmeɪzɪŋ]美[ə'meɪzɪŋ]	★★★☆☆ adj-graded		<span class="endef"> You say that something is <b>amazing</b> when it is very surprising and makes you feel pleasure, approval, or wonder.   </span>	<span class="text_blue">令人称奇的；惊人的</span>
amazingly	英[ə'meɪzɪŋlɪ]美[ə'meɪzɪŋlɪ]	★★★☆☆ adj-graded		<span class="endef"> You say that something is <b>amazing</b> when it is very surprising and makes you feel pleasure, approval, or wonder.   </span>	<span class="text_blue">令人称奇的；惊人的</span>
Amazon	英[ˈæməzən]美[ˈæməˌzɑn,-zən]	n-count		<span class="endef"> In Greek mythology, the <b>Amazons</b> were a tribe of women who were very good at fighting.   </span>	<span class="text_blue">（古希腊故事中的）亚马孙族女战士</span>
Amazon	英[ˈæməzən]美[ˈæməˌzɑn,-zən]	n-count		<span class="endef"> People sometimes refer to a tall, strong woman as an <b>Amazon</b> .   </span>	<span class="text_blue">高大强悍的女人</span>
Amazonian	英[ˌæməˈzəunjən]美[ˌæməˈzoniən]	adj		<span class="endef"><b>Amazonian</b> means related to the area around the river Amazon.   </span>	<span class="text_blue">亚马孙河的；亚马孙流域的</span>
Amazonian	英[ˌæməˈzəunjən]美[ˌæməˈzoniən]	adj		<span class="endef"> People sometimes describe a tall, strong woman as <b>Amazonian</b>.   </span>	<span class="text_blue">（女子）高大强悍的</span>
Amazonian	英[ˌæməˈzəunjən]美[ˌæməˈzoniən]	adj		<span class="endef"><b>Amazonian</b> means belonging to or connected with the Amazons in Greek mythology.   </span>	<span class="text_blue">亚马孙族女战士（般）的</span>
ambassador	英[æmˈbæsədə(r)]美[æmˈbæsədɚ,-ˌdɔr]	★★★☆☆ n-count		<span class="endef"> An <b>ambassador</b> is an important official who lives in a foreign country and represents his or her own country's interests there.   </span>	<span class="text_blue">大使</span>
ambassadorial	英[æmˌbæsə'dɔ:rɪəl]美[æmˌbæsə'dɔrɪrl]	adj		<span class="endef"><b>Ambassadorial</b> means belonging or relating to an ambassador.   </span>	<span class="text_blue">大使的；大使一级的</span>
amber	英[ˈæmbə(r)]美[ˈæmbɚ]	★☆☆☆☆ n-uncount		<span class="endef"><b>Amber</b> is a hard yellowish-brown substance used for making jewellery.   </span>	<span class="text_blue">琥珀</span>
